"NGÀY","Tháng","ID","FANPAGE","CHIẾN DỊCH","TỔNG","SPAM","TIỀM NĂNG","CHẤT LƯỢNG","ĐẶT HẸN","ĐẾN PK","CHỐT"," BILL ","Ngân sách mục tiêu","Ngân sách thực tế","KPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/03/2025","03.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","5","3","0","2","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/03/2025","03.2025","26","2 PAGE TEENNIE","ƯU ĐÃI TEENNIE 31/05","5","3","0","2","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07/03/2025","03.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","2","0","0","2","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"08/03/2025","03.2025","28","2 TIKTOK TEENNIE","2 TIKTOK TEENNIE","2","0","0","2","2","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"08/03/2025","03.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","14","6","6","2","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/03/2025","03.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","3","1","0","2","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/03/2025","03.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","2","0","0","2","3","2","1","  350.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","2","","","2","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13/03/2025","03.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","3","0","1","2","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14/03/2025","03.2025","26","2 PAGE TEENNIE","ƯU ĐÃI TEENNIE 31/05","6","3","1","2","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15/03/2025","03.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","3","0","1","2","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17/03/2025","03.2025","26","2 PAGE TEENNIE","ƯU ĐÃI TEENNIE 31/05","5","3","0","2","0","1","1","  41.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18/03/2025","03.2025","30","2 ZALO OA TEENNIE","2 ZALO OA TEENNIE","2","0","0","2","2","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18/03/2025","03.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","2","0","0","2","4","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21/03/2025","03.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","3","0","1","2","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24/03/2025","03.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","7","5","0","2","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25/03/2025","03.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","8","2","4","2","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26/03/2025","03.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","14","9","3","2","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27/03/2025","03.2025","26","2 PAGE TEENNIE","ƯU ĐÃI TEENNIE 31/05","4","0","2","2","2","2","2","  64.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27/03/2025","03.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","4","0","2","2","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28/03/2025","03.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","9","4","3","2","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28/03/2025","03.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","9","3","4","2","2","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29/03/2025","03.2025","26","2 PAGE TEENNIE","ƯU ĐÃI TEENNIE 31/05","6","3","1","2","3","2","2","  43.350.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29/03/2025","03.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","7","4","1","2","2","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29/03/2025","03.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","14","6","6","2","1","1","1","  41.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31/03/2025","03.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","7","4","1","2","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","2","","","2","2","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","10","7","1","2","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30/04/2025","04.2025","32","2 HOTLINE TEENNIE","2 HOTLINE TEENNIE","2","","","2","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","6","5","","1","2","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","4","","2","2","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/05/2025","05.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","6","","4","2","3","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/05/2025","05.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","2","","","2","2","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/05/2025","05.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","2","","","2","4","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/05/2025","05.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","25","18","5","2","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/05/2025","05.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","2","","","2","1","1","1","  36.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/05/2025","05.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","5","2","1","2","1","2","2","  82.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/05/2025","05.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","5","","3","2","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","3","","1","2","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/05/2025","05.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","2","","","2","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/05/2025","05.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","15","11","2","2","6","1","1","  33.500.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07/05/2025","05.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","5","2","1","2","2","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/03/2025","03.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","5","3","1","1","1","2","2","  77.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/03/2025","03.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","13","8","4","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/03/2025","03.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","4","2","1","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/03/2025","03.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","0","0","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","0","0","0","0","1","1","1","  41.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/03/2025","03.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","0","0","1","1","2","2","  78.500.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/03/2025","03.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","1","0","0","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","6","","3","3","1","1","1","  41.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/03/2025","03.2025","28","2 TIKTOK TEENNIE","2 TIKTOK TEENNIE","1","0","0","1","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/03/2025","03.2025","32","2 HOTLINE TEENNIE","2 HOTLINE TEENNIE","1","0","0","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/03/2025","03.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","3","0","2","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/03/2025","03.2025","31","2 INTAGRAM TEENNIE","2 INTAGRAM TEENNIE","1","0","0","1","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/03/2025","03.2025","29","2 WEB TEENNIE","2 WEB TEENNIE","1","0","0","1","1","1","1","  38.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","5","0","4","1","0","1","1","  39.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"09/03/2025","03.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","2","1","0","1","1","1","1","  39.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","2","","","2","","1","1","  34.500.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/03/2025","03.2025","28","2 TIKTOK TEENNIE","2 TIKTOK TEENNIE","1","0","0","1","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/03/2025","03.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","0","0","1","2","1","0","  -   ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13/03/2025","03.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","0","0","1","1","3","3","  81.900.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13/03/2025","03.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","2","0","1","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","2","2","","","1","1","1","  41.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14/03/2025","03.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","5","2","2","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26/04/2025","04.2025","","","","3","2","","1","","1","1","  37.500.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14/03/2025","03.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","0","0","1","1","1","1","  42.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17/03/2025","03.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","0","0","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","3","2","1","","","1","1","  36.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19/03/2025","03.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","5","2","2","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","2","0","1","1","0","1","0","  -   ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","1","1","0","0","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22/03/2025","03.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","4","3","0","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","2","0","2","0","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22/03/2025","03.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","0","0","1","1","4","3","  82.350.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23/02/2025","03.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","2","1","0","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23/02/2025","03.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","0","0","1","1","1","1","  46.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23/02/2025","03.2025","32","2 HOTLINE TEENNIE","2 HOTLINE TEENNIE","1","0","0","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24/03/2025","03.2025","32","2 HOTLINE TEENNIE","2 HOTLINE TEENNIE","1","0","0","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25/03/2025","03.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","0","0","1","2","2","2","  84.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25/03/2025","03.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","1","0","0","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25/03/2025","03.2025","30","2 ZALO OA TEENNIE","2 ZALO OA TEENNIE","1","0","0","1","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/04/2025","04.2025","35","2 ĐỐI TÁC","DOANH NGHIỆP","1","","","1","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","1","0","1","0","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29/03/2025","03.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","0","0","1","2","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30/03/2025","03.2025","32","2 HOTLINE TEENNIE","2 HOTLINE TEENNIE","1","0","0","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30/03/2025","03.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","2","0","1","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31/03/2025","03.2025","32","2 HOTLINE TEENNIE","2 HOTLINE TEENNIE","1","0","0","1","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31/03/2025","03.2025","30","2 ZALO OA TEENNIE","2 ZALO OA TEENNIE","1","0","0","1","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27/04/2025","04.2025","32","2 HOTLINE TEENNIE","2 HOTLINE TEENNIE","1","","","1","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28/04/2025","04.2025","32","2 HOTLINE TEENNIE","2 HOTLINE TEENNIE","1","","","1","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28/04/2025","04.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","2","","1","1","2","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13/04/2025","04.2025","35","2 ĐỐI TÁC","DOANH NGHIỆP","0","","","","2","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29/04/2025","04.2025","26","2 PAGE TEENNIE","ƯU ĐÃI TEENNIE 31/05","1","","","1","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","","","1","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29/04/2025","04.2025","28","2 TIKTOK TEENNIE","2 TIKTOK TEENNIE","1","","","1","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/05/2025","05.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","","","1","2","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/05/2025","05.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","9","7","1","1","2","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/05/2025","05.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","2","","1","1","","1","1","  42.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
