"NGÀY","Tháng","ID","FANPAGE","CHIẾN DỊCH","TỔNG","SPAM","TIỀM NĂNG","CHẤT LƯỢNG","ĐẶT HẸN","ĐẾN PK","CHỐT"," BILL ","Ngân sách mục tiêu","Ngân sách thực tế","KPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/04/2025","04.2025","30","2 ZALO OA TEENNIE","2 ZALO OA TEENNIE","0","","","","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13/04/2025","04.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","3","","1","2","1","3","3","  68.350.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","4","1","1","2","2","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","6","0","5","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","1","0","1","0","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","5","4","1","","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13/04/2025","04.2025","32","2 HOTLINE TEENNIE","2 HOTLINE TEENNIE","0","","","","","1","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","0","","","","1","1","1","  42.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","3","3","","","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13/04/2025","04.2025","30","2 ZALO OA TEENNIE","2 ZALO OA TEENNIE","0","","","","","1","1","  35.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","3","0","3","0","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","14","0","4","10","5","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","3","3","","","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","4","0","4","0","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14/04/2025","04.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","8","1","","7","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","5","5","","","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","0","","","","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","3","0","0","3","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23/02/2025","03.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","6","0","1","5","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","4","0","3","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"08/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","8","4","3","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15/04/2025","04.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","2","","","2","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","0","","","","1","1","1","  39.600.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15/04/2025","04.2025","28","2 TIKTOK TEENNIE","2 TIKTOK TEENNIE","0","","","","","1","1","  1.850.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","2","","","2","","3","3","  85.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/03/2025","03.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","4","0","0","4","1","1","1","  34.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16/04/2025","04.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","14","","11","3","4","1","0","  -   ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"08/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","5","2","2","1","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/03/2025","03.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","4","0","1","3","2","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"09/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","2","0","0","2","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"09/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","6","0","4","2","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17/04/2025","04.2025","32","2 HOTLINE TEENNIE","2 HOTLINE TEENNIE","1","","","1","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17/04/2025","04.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","3","2","","1","3","2","2","  79.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15/03/2025","03.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","3","0","0","3","2","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","6","0","5","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","2","0","2","0","2","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16/03/2025","03.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","4","0","1","3","0","3","3","  121.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","0","","","","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17/04/2025","04.2025","34","2 VÃNG LAI TEENNIE","2 VÃNG LAI TEENNIE","0","","","","","1","1","  38.500.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","6","4","1","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","6","1","3","2","2","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","13","7","2","4","3","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","11","7","3","1","","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","","","1","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18/04/2025","04.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","1","","","1","2","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","3","","1","2","","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","2","","","2","3","2","2","  900.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19/04/2025","04.2025","30","2 ZALO OA TEENNIE","2 ZALO OA TEENNIE","1","","","1","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19/04/2025","04.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","2","","1","1","1","2","2","  81.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28/03/2025","03.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","4","0","1","3","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","4","","2","2","","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","12","6","4","2","","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/03/2025","03.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","2","0","0","2","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20/04/2025","04.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","4","1","","3","1","2","2","  48.850.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","4","","1","3","0","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","1","1","","","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/03/2025","03.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","2","0","0","2","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","15","10","3","2","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","7","5","1","1","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","0","","","","","3","3","  35.350.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21/04/2025","04.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","8","3","2","3","2","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","22","13","6","3","4","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","5","4","1","","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","4","1","1","2","4","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/03/2025","03.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","1","0","0","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","","","1","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21/04/2025","04.2025","32","2 HOTLINE TEENNIE","2 HOTLINE TEENNIE","2","","","2","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","10","4","3","3","","1","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22/04/2025","04.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","2","","","2","3","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/03/2025","03.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","1","0","0","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","27","10","10","7","3","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","4","1","2","1","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/03/2025","03.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","1","0","0","1","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","5","4","1","","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23/04/2025","04.2025","30","2 ZALO OA TEENNIE","2 ZALO OA TEENNIE","1","","","1","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","","","1","2","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23/04/2025","04.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","2","","","2","3","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20/04/2025","04.2025","26","2 PAGE TEENNIE","ƯU ĐÃI TEENNIE 31/05","1","","1","","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","8","3","4","1","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","1","1","","","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","18","5","8","5","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23/04/2025","04.2025","32","2 HOTLINE TEENNIE","2 HOTLINE TEENNIE","0","","","","","1","1","  37.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21/04/2025","04.2025","26","2 PAGE TEENNIE","ƯU ĐÃI TEENNIE 31/05","0","","","","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","5","2","3","","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22/04/2025","04.2025","26","2 PAGE TEENNIE","ƯU ĐÃI TEENNIE 31/05","1","","1","","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","1","","1","","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24/04/2025","04.2025","30","2 ZALO OA TEENNIE","2 ZALO OA TEENNIE","1","","","1","1","1","1","  41.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24/04/2025","04.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","9","3","","6","2","1","1","  28.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","0","","","","","1","0","  -   ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/03/2025","03.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","3","0","2","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25/04/2025","04.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","4","1","","3","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","8","4","3","1","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","1","","","1","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13/03/2025","03.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","2","0","1","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","7","3","3","1","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","","","1","1","1","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14/03/2025","03.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","1","0","0","1","1","1","1","  39.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","1","1","","","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","16","16","","","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
